gene	exp_rep3.exon	exp_rep2.exon	control_rep2.exon	exp_rep1.exon	control_rep1.exon	control_rep3.exon
ENSG00000137574.11	4244	4615	3938	4509	4501	5317
ENSG00000254087.8	2424	2391	2199	2521	2325	2690
ENSG00000254325.2	0	0	2	0	0	0
ENSG00000199405.1	0	0	0	0	0	0
ENSG00000240905.3	0	0	0	0	0	0
ENSG00000241997.3	0	0	0	1	0	0
ENSG00000236814.1	57	42	39	38	28	57
ENSG00000008988.11	68218	62274	52678	61769	58022	72644
ENSG00000238650.1	0	0	0	0	0	0
ENSG00000253603.1	1	1	0	0	0	1
ENSG00000248578.1	30	20	15	13	10	21
ENSG00000172680.1	0	0	0	0	0	0
ENSG00000221093.1	0	0	0	0	0	0
ENSG00000181690.8	790	1052	777	1158	1043	994
ENSG00000170791.18	3365	3607	2640	3568	3195	3872
ENSG00000272343.1	47	37	33	57	41	44
ENSG00000254216.1	0	0	0	0	0	0
ENSG00000170786.13	21	27	18	20	12	18
ENSG00000253542.8	0	0	0	0	0	0
ENSG00000293381.1	0	0	0	0	0	0
ENSG00000181195.11	1370	1468	739	1396	817	1006
ENSG00000254254.7	50	36	30	45	36	43
ENSG00000253541.1	5	3	4	7	4	9
ENSG00000246430.9	1	2	0	3	0	0
ENSG00000253139.1	0	0	0	0	0	0
ENSG00000292997.1	0	0	0	0	0	0
ENSG00000241431.2	0	0	0	0	0	0
ENSG00000254055.2	0	0	0	0	0	0
ENSG00000270328.1	0	0	0	0	0	0
ENSG00000206975.1	2	0	1	1	0	1
ENSG00000104331.9	14781	17475	12975	19300	15479	17890
ENSG00000222205.1	0	0	0	0	0	0
ENSG00000253301.6	6	1	0	3	3	0
ENSG00000251142.1	0	0	0	0	0	0
ENSG00000253614.1	0	0	0	0	0	0
ENSG00000215117.6	0	0	0	0	0	0
ENSG00000202265.1	0	0	0	0	0	0
ENSG00000253871.2	0	0	0	0	0	0
ENSG00000243050.1	0	0	0	0	0	0
ENSG00000287301.3	0	0	1	0	1	1
ENSG00000253821.2	5	5	0	1	2	2
ENSG00000253322.1	0	0	0	0	0	0
ENSG00000254139.2	7	9	2	2	1	2
ENSG00000205293.5	0	0	0	0	0	1
ENSG00000253376.2	0	0	0	0	0	0
ENSG00000169122.12	1510	1520	1255	1633	1337	1750
ENSG00000253523.1	0	0	0	0	0	0
ENSG00000253116.1	3	0	0	2	0	0
ENSG00000242595.1	0	0	0	0	0	0
ENSG00000288041.1	0	0	0	0	0	0
ENSG00000253281.7	0	0	0	2	0	0
ENSG00000286578.1	0	0	0	0	0	0
ENSG00000215114.10	4092	4731	3329	4828	4238	5093
ENSG00000250031.1	0	4	2	4	1	6
ENSG00000167910.4	1	2	0	0	0	0
ENSG00000254103.1	0	0	0	0	0	0
ENSG00000137575.12	16278	16598	14488	18107	16662	19827
ENSG00000035681.9	2385	2724	2210	2827	2410	3008
ENSG00000242970.2	14	11	2	2	7	4
ENSG00000198846.6	541	438	563	437	639	695
ENSG00000201231.1	0	0	0	0	0	0
ENSG00000254048.1	0	0	0	0	0	0
ENSG00000167912.8	215	166	191	173	191	216
ENSG00000206853.1	0	0	0	0	0	0
ENSG00000201763.1	0	0	0	0	0	0
ENSG00000254150.1	0	0	0	0	0	0
ENSG00000253260.2	0	0	0	0	0	0
ENSG00000253879.2	0	0	0	0	0	0
ENSG00000253413.1	0	0	0	0	0	0
ENSG00000253723.1	0	0	0	0	0	0
ENSG00000278428.1	0	0	0	0	0	0
ENSG00000254775.2	1	0	0	0	0	0
ENSG00000254954.1	0	0	0	0	0	0
ENSG00000178538.10	286	260	345	310	419	518
ENSG00000251396.9	42	34	38	39	38	63
ENSG00000226301.3	0	0	0	1	1	0
ENSG00000104388.15	10355	9876	8903	11941	10374	12041
ENSG00000255321.1	0	0	0	0	0	0
ENSG00000228862.5	2	3	4	5	3	7
ENSG00000255289.1	0	0	0	0	0	0
ENSG00000171316.14	12094	13850	11762	14084	14116	16691
ENSG00000254432.1	0	0	0	0	0	0
ENSG00000287975.1	0	3	2	2	0	3
ENSG00000271377.1	3	1	0	0	0	2
ENSG00000254777.5	2	0	2	5	4	4
ENSG00000255397.1	26	27	21	24	20	17
ENSG00000254802.1	0	0	1	0	1	0
ENSG00000177182.11	55	34	52	40	70	91
ENSG00000213881.3	90	60	61	96	86	98
ENSG00000254222.1	0	0	0	0	0	0
ENSG00000253711.1	0	0	0	0	0	0
ENSG00000198363.18	46175	61287	42546	62625	52585	58771
ENSG00000254285.3	4335	3084	2734	3529	2916	3747
ENSG00000222898.1	9	7	6	17	8	18
ENSG00000264408.1	2	0	1	3	0	4
ENSG00000251127.2	1	0	0	0	0	2
ENSG00000254119.5	3	7	2	5	3	3
ENSG00000253834.1	0	0	0	0	1	0
ENSG00000254120.1	0	0	0	0	0	0
ENSG00000253544.1	0	0	0	0	0	0
ENSG00000253789.2	0	0	0	0	0	0
ENSG00000292999.1	0	0	0	0	0	0
ENSG00000237810.3	1	0	0	1	0	0
ENSG00000285971.1	18	10	15	6	11	9
ENSG00000185942.13	1722	1717	1783	1769	2031	2318
ENSG00000254050.1	0	0	0	0	0	0
ENSG00000253975.1	0	0	0	0	0	0
ENSG00000287105.1	0	0	0	2	0	0
ENSG00000253517.1	8	5	4	3	3	4
ENSG00000253431.1	11	7	7	6	9	10
ENSG00000240915.2	0	2	2	1	3	2
ENSG00000137563.13	5480	6236	4447	6173	5321	6227
ENSG00000253121.1	2	0	1	1	0	0
ENSG00000137561.5	45	57	42	43	57	71
ENSG00000253555.1	2	0	0	1	0	0
ENSG00000270673.2	66	36	37	39	24	41
ENSG00000185728.17	10302	12617	9811	13644	11988	13199
ENSG00000261542.1	50	35	35	49	37	35
ENSG00000241964.3	0	0	0	0	0	0
ENSG00000253205.6	0	0	0	0	0	0
ENSG00000215096.3	0	0	0	0	0	0
ENSG00000253894.2	0	0	0	0	0	1
ENSG00000253583.1	0	0	0	0	0	0
ENSG00000252358.1	0	0	0	0	0	0
ENSG00000287844.1	1	0	2	5	2	0
ENSG00000253554.7	4	6	5	9	15	7
ENSG00000253762.2	0	0	0	0	0	0
ENSG00000253734.2	0	1	0	0	0	0
ENSG00000253231.1	0	0	0	0	0	0
ENSG00000254377.8	12	7	16	3	24	12
ENSG00000207816.1	0	0	0	0	0	0
ENSG00000287615.1	0	0	0	0	0	0
ENSG00000253750.1	0	0	0	0	0	0
ENSG00000253800.1	0	0	0	0	0	0
ENSG00000254102.2	0	0	1	4	2	0
ENSG00000180828.3	33	17	45	14	54	51
ENSG00000172817.4	580	731	596	738	633	729
ENSG00000254330.1	0	0	0	0	0	0
ENSG00000287998.1	4	6	6	4	3	3
ENSG00000254006.5	0	0	0	0	0	0
ENSG00000253493.1	0	0	0	0	0	0
ENSG00000239261.1	0	0	0	0	0	0
ENSG00000280725.2	0	0	0	0	0	0
ENSG00000213873.4	0	0	0	0	0	0
ENSG00000254081.2	0	0	0	0	1	0
ENSG00000272010.1	7	7	13	13	8	10
ENSG00000200714.1	3	6	5	8	4	2
ENSG00000104442.10	4572	4737	4464	5327	4881	5714
ENSG00000066855.16	3609	3495	3694	3969	4420	4910
ENSG00000272155.1	0	0	0	0	0	0
ENSG00000205268.11	4144	4915	3913	4962	4603	5397
ENSG00000272192.2	30	24	24	21	25	45
ENSG00000147570.10	16	23	23	29	25	30
ENSG00000253190.4	2	0	0	2	1	1
ENSG00000147573.17	23	25	7	14	10	11
ENSG00000147571.5	21	12	21	12	27	31
ENSG00000253138.5	0	0	1	0	0	0
ENSG00000287127.1	2	3	1	8	3	3
ENSG00000246145.1	3	1	5	3	2	2
ENSG00000179041.4	3138	2818	2734	2945	2969	3744
ENSG00000285655.1	0	0	0	0	0	0
ENSG00000285791.1	1	1	1	0	0	0
ENSG00000147576.17	19	16	14	26	23	24
ENSG00000253623.1	0	0	0	0	0	0
ENSG00000169085.14	0	0	0	0	1	0
ENSG00000206949.1	0	0	0	0	0	0
ENSG00000185697.17	117	119	113	147	148	177
ENSG00000175073.8	1915	2319	1873	2570	2352	2579
ENSG00000201365.1	0	0	0	0	0	0
ENSG00000288602.1	3	0	2	2	0	1
ENSG00000288596.2	162	160	112	158	161	180
ENSG00000104205.16	110	100	117	103	104	139
ENSG00000213005.3	7	3	2	3	3	1
ENSG00000178460.18	27	39	31	35	29	34
ENSG00000245910.9	2711	2721	1961	2695	2331	2933
ENSG00000254341.2	0	0	0	0	0	0
ENSG00000261787.2	20	25	21	23	27	18
ENSG00000178125.15	11	17	8	6	5	14
ENSG00000253223.1	5	8	5	4	5	1
ENSG00000121022.14	3990	4039	3506	4111	3675	4640
ENSG00000104218.16	1261	1632	1264	1446	1462	1885
ENSG00000252637.1	0	0	0	0	0	0
ENSG00000250869.2	0	0	0	0	0	1
ENSG00000066777.9	4495	6449	4656	6069	5716	6384
ENSG00000287214.1	2	0	0	1	1	1
ENSG00000271966.1	18	12	23	21	16	21
ENSG00000241961.1	1	0	0	0	0	0
ENSG00000165078.13	0	4	0	1	0	0
ENSG00000254253.1	0	0	0	0	0	0
ENSG00000255130.1	0	0	0	0	0	0
ENSG00000255531.1	0	0	0	0	0	0
ENSG00000046889.19	492	666	527	594	652	770
ENSG00000255206.1	0	0	0	0	0	0
ENSG00000254051.1	0	0	0	0	0	0
ENSG00000252210.1	0	0	0	0	0	0
ENSG00000253964.1	0	0	0	0	0	1
ENSG00000248801.7	134	172	120	166	162	169
ENSG00000165084.16	262	305	222	325	288	305
ENSG00000236191.3	0	0	0	0	0	0
ENSG00000239184.1	0	0	0	0	0	1
ENSG00000254337.2	2	0	0	1	0	0
ENSG00000253658.6	0	0	0	0	0	0
ENSG00000238808.1	0	0	0	0	0	0
ENSG00000254332.1	249	282	240	257	244	351
ENSG00000253373.1	0	0	0	0	0	0
ENSG00000253479.6	0	0	0	0	0	0
ENSG00000253216.1	0	0	0	0	0	0
ENSG00000137573.14	240	321	79	278	125	116
ENSG00000137571.11	1760	2074	1588	1946	2007	2216
ENSG00000222889.1	0	1	1	0	0	0
ENSG00000254557.1	0	0	0	0	2	0
ENSG00000271113.1	0	0	0	0	0	0
ENSG00000246528.4	71	60	62	76	87	89
ENSG00000277740.1	5	10	6	4	5	6
ENSG00000255107.1	2	1	0	2	1	1
ENSG00000239580.3	0	0	0	0	0	0
ENSG00000223293.1	0	0	0	0	0	0
ENSG00000280393.1	0	0	0	0	0	0
ENSG00000247570.2	2	6	1	0	4	2
ENSG00000253721.1	10	9	11	5	5	6
ENSG00000147596.4	61	33	33	43	31	42
ENSG00000212473.1	0	0	0	0	0	0
ENSG00000253173.3	8	6	7	4	3	8
ENSG00000140396.13	3652	4074	3558	4529	4252	4800
ENSG00000213003.3	4	2	2	1	2	4
ENSG00000207036.1	0	0	0	0	0	0
ENSG00000288966.1	11	9	4	8	6	6
ENSG00000241204.1	0	0	0	0	0	0
ENSG00000253143.3	0	0	0	0	0	0
ENSG00000253967.1	0	1	0	1	0	0
ENSG00000275128.1	0	0	0	0	0	0
ENSG00000241105.1	0	0	0	0	0	0
ENSG00000287230.1	0	0	0	0	0	0
ENSG00000067167.8	14225	14129	12380	18660	14397	16488
ENSG00000246366.7	8	7	4	8	5	6
ENSG00000147592.9	497	557	470	581	523	594
ENSG00000243532.3	0	0	0	0	0	0
ENSG00000221947.8	14	12	19	20	24	22
ENSG00000285579.1	0	0	0	2	0	0
ENSG00000223220.1	0	0	0	0	0	0
ENSG00000254031.6	0	1	0	0	0	0
ENSG00000104313.20	16	41	13	28	16	20
ENSG00000253124.1	0	0	0	0	0	0
ENSG00000254277.2	0	0	0	1	0	0
ENSG00000253287.1	0	0	0	0	0	0
ENSG00000200191.1	0	0	0	0	0	0
ENSG00000235531.11	4	1	3	5	9	3
ENSG00000178860.9	13	6	10	4	10	16
ENSG00000241942.2	0	0	0	0	0	0
ENSG00000104321.11	107	91	96	100	126	92
ENSG00000253317.1	1	1	1	1	1	0
ENSG00000250979.1	2	4	4	6	5	13
ENSG00000252509.1	0	0	0	0	0	0
ENSG00000212989.3	0	0	1	0	0	0
ENSG00000254347.1	0	0	0	0	0	0
ENSG00000182674.6	189	152	276	148	341	424
ENSG00000253226.1	0	0	0	0	0	0
ENSG00000278193.1	0	0	0	0	0	0
ENSG00000253726.1	2	1	0	1	1	1
ENSG00000253784.1	0	0	0	0	0	0
ENSG00000260838.3	146	97	162	99	179	230
ENSG00000147601.15	6757	6236	5790	6998	6582	8008
ENSG00000222488.1	0	0	0	0	0	0
ENSG00000272254.1	0	0	0	1	1	0
ENSG00000253636.1	68	101	71	48	69	79
ENSG00000164764.11	819	972	697	909	954	926
ENSG00000237061.1	1	3	3	3	1	3
ENSG00000253564.1	0	0	0	0	0	1
ENSG00000274443.5	12	8	1	12	6	6
ENSG00000254213.2	4	4	3	1	1	2
ENSG00000147604.14	149287	145723	119400	143005	138362	165410
ENSG00000121039.10	1933	2064	1306	1930	1823	2035
ENSG00000250295.6	3	5	0	0	6	4
ENSG00000253235.2	0	0	0	0	1	0
ENSG00000253339.4	1	1	0	0	1	0
ENSG00000253302.1	2	8	2	5	5	5
ENSG00000040341.18	4537	4559	4071	5143	4776	5580
ENSG00000254273.1	0	0	0	2	0	1
ENSG00000253383.1	0	0	0	0	0	0
ENSG00000254105.1	0	0	0	0	1	0
ENSG00000254538.1	0	0	0	0	0	0
ENSG00000258677.2	1	0	0	2	0	1
ENSG00000104343.21	2245	2440	1983	2855	2557	2821
ENSG00000253273.2	0	0	0	0	0	0
ENSG00000272469.2	0	0	0	0	0	1
ENSG00000286113.2	5	4	3	2	4	2
ENSG00000251633.3	0	4	0	2	1	0
ENSG00000154582.18	5422	5574	4266	5505	4963	5783
ENSG00000175606.11	1703	1766	1331	1805	1611	1949
ENSG00000244295.2	0	0	0	0	0	0
ENSG00000253833.1	6	6	10	3	9	7
ENSG00000154589.7	4	7	3	0	1	1
ENSG00000212348.1	0	0	0	0	0	0
ENSG00000254288.1	1	0	0	0	0	1
ENSG00000240047.2	0	0	0	0	0	0
ENSG00000212485.1	0	0	0	0	0	0
ENSG00000253983.3	0	0	0	0	1	1
ENSG00000253115.1	0	0	1	0	0	0
ENSG00000104369.5	335	371	333	415	391	447
ENSG00000104381.14	1583	1275	1710	1548	1905	2212
ENSG00000253596.1	3	0	2	4	2	1
ENSG00000207417.1	0	0	0	0	0	0
ENSG00000266502.1	0	0	0	0	0	0
ENSG00000283505.1	0	0	0	0	0	0
ENSG00000254349.6	2	2	1	5	4	1
ENSG00000253341.1	141	93	71	85	103	118
ENSG00000254080.1	0	2	0	2	0	0
ENSG00000283188.1	0	0	0	0	0	0
ENSG00000253706.5	27	31	28	38	28	40
ENSG00000253777.1	0	0	0	0	0	0
ENSG00000137558.9	1	1	0	3	5	5
ENSG00000254043.1	6	2	2	5	7	8
ENSG00000121005.9	2598	2285	2444	2401	2794	3243
ENSG00000254238.1	1	0	2	0	0	0
ENSG00000249395.4	137	147	113	213	135	139
ENSG00000253712.1	0	4	2	0	0	4
ENSG00000253229.1	0	0	0	0	0	0
ENSG00000254023.1	8	0	0	2	3	1
ENSG00000164749.13	1861	2711	1593	2476	2102	2356
ENSG00000287352.1	35	46	23	29	27	27
ENSG00000222231.1	0	0	0	0	0	0
ENSG00000270866.1	0	0	0	0	0	0
ENSG00000271167.1	0	0	0	0	0	0
ENSG00000254300.1	0	0	0	0	0	0
ENSG00000253661.3	2	1	3	1	3	2
ENSG00000253681.1	0	0	0	0	0	0
ENSG00000254305.1	0	0	0	0	0	0
ENSG00000091656.19	197	256	137	186	170	211
ENSG00000276673.1	0	0	0	0	0	0
ENSG00000253416.1	0	0	0	0	0	0
ENSG00000266712.3	0	1	1	1	0	1
ENSG00000164751.15	2215	2207	1922	2312	2112	2560
ENSG00000288756.2	10	14	9	8	6	15
ENSG00000253952.1	2	0	0	0	2	0
ENSG00000254366.7	0	0	0	0	0	0
ENSG00000254001.5	0	0	0	0	0	0
ENSG00000254266.6	4	4	3	3	6	9
ENSG00000252935.1	0	0	0	0	0	0
ENSG00000171033.13	3730	3451	3040	4102	3561	4157
ENSG00000260398.1	36	40	38	24	31	39
ENSG00000286675.1	10	3	5	5	6	10
ENSG00000104427.13	1016	1227	1027	1466	1312	1335
ENSG00000104432.15	6	4	3	7	4	8
ENSG00000254352.1	2	0	6	3	5	6
ENSG00000253919.1	7	18	10	7	18	20
ENSG00000285744.1	1	0	6	2	3	8
ENSG00000261618.2	1	0	1	0	1	0
ENSG00000253659.2	1	0	0	0	1	0
ENSG00000253391.1	0	0	0	0	0	0
ENSG00000240540.2	31	21	21	18	24	21
ENSG00000104435.14	9056	5211	17399	5806	17777	22173
ENSG00000287052.1	0	0	0	0	0	0
ENSG00000164683.19	94	95	121	94	122	143
ENSG00000272138.3	10	12	11	11	24	14
ENSG00000249328.3	1	4	2	3	3	3
ENSG00000238884.1	0	0	0	0	0	0
ENSG00000285758.2	1	5	1	1	1	2
ENSG00000147586.10	948	954	739	1053	786	1039
ENSG00000276418.5	8	12	8	8	13	11
ENSG00000272518.1	30	46	22	33	24	33
ENSG00000272264.1	22	32	18	38	24	22
ENSG00000076554.16	9118	8355	8058	10672	10123	11421
ENSG00000254205.1	0	0	0	0	1	0
ENSG00000241550.3	0	0	0	0	0	0
ENSG00000265588.1	0	0	0	0	0	0
ENSG00000241746.1	14	15	11	8	6	6
ENSG00000253238.3	2	7	2	7	1	3
ENSG00000213791.4	3	11	2	8	3	2
ENSG00000206649.1	0	0	0	0	0	0
ENSG00000253237.2	0	0	0	0	0	0
ENSG00000252884.1	0	0	0	0	0	0
ENSG00000251867.4	37	38	31	50	37	31
ENSG00000277604.1	0	0	0	0	0	0
ENSG00000205189.13	8892	9942	8620	12520	10736	11931
ENSG00000254162.1	79	76	50	81	71	79
ENSG00000260317.1	152	79	76	138	81	109
ENSG00000188856.6	116	90	62	102	72	88
ENSG00000252057.2	0	0	0	0	0	0
ENSG00000253760.1	0	0	0	0	0	0
ENSG00000223327.1	0	0	0	0	0	0
ENSG00000254181.1	0	1	0	0	0	0
ENSG00000243424.2	0	0	0	0	0	0
ENSG00000164684.13	2014	2485	2007	2439	2519	2804
ENSG00000254331.1	19	12	5	14	6	16
ENSG00000212429.1	0	0	0	0	1	0
ENSG00000243951.1	0	0	0	0	0	0
ENSG00000253516.1	2	5	1	0	1	2
ENSG00000286763.1	0	0	1	0	0	0
ENSG00000076641.4	287	433	300	475	381	389
ENSG00000254060.1	0	0	0	0	0	0
ENSG00000254177.1	0	0	0	0	0	0
ENSG00000253214.3	0	0	0	0	1	0
ENSG00000289242.1	0	0	0	0	0	0
ENSG00000254014.1	0	0	0	0	0	0
ENSG00000253677.1	1	1	2	0	0	3
ENSG00000272425.1	15	9	3	16	4	13
ENSG00000254027.1	34	15	21	16	17	21
ENSG00000164687.11	5605	6116	5076	5572	5896	7045
ENSG00000253859.2	0	0	0	1	0	0
ENSG00000147588.7	0	0	0	0	0	0
ENSG00000205186.4	0	0	0	0	0	0
ENSG00000170323.9	2	2	0	4	0	0
ENSG00000253374.5	0	0	0	0	0	0
ENSG00000237264.4	39	23	23	24	31	42
ENSG00000197416.5	0	0	0	0	0	0
ENSG00000251521.3	4	5	8	4	4	17
ENSG00000254151.1	0	0	0	0	0	0
ENSG00000290914.1	0	0	0	0	1	0
ENSG00000240427.1	0	0	0	0	0	0
ENSG00000205184.2	0	0	0	0	0	0
ENSG00000133731.10	2124	2216	1819	2471	2386	2452
ENSG00000253598.3	17	27	22	29	33	35
ENSG00000280193.1	46	65	50	67	72	66
ENSG00000104231.11	1959	2544	1988	2651	2321	2629
ENSG00000164695.5	953	1263	807	1229	911	1054
ENSG00000253334.1	0	0	0	0	1	0
ENSG00000104497.15	591	711	554	878	666	804
ENSG00000231942.3	0	2	1	2	1	2
ENSG00000254689.3	10	6	5	3	4	6
ENSG00000254394.2	0	0	0	0	0	0
ENSG00000254123.2	0	0	0	0	0	0
ENSG00000206228.4	135	116	60	72	77	72
ENSG00000253503.6	9	6	29	9	19	15
ENSG00000253836.1	0	0	0	0	0	0
ENSG00000253581.1	0	0	0	0	0	0
ENSG00000254189.1	0	0	0	0	0	0
ENSG00000253423.1	0	0	0	0	0	0
ENSG00000274116.1	0	0	0	0	0	0
ENSG00000253898.1	0	1	0	0	0	0
ENSG00000254202.2	10	13	12	6	15	25
ENSG00000254195.1	0	0	0	0	0	0
ENSG00000253362.1	0	0	0	0	0	0
ENSG00000184672.12	120	120	66	135	89	86
ENSG00000288897.1	0	0	0	0	0	0
ENSG00000206701.1	0	0	0	0	0	0
ENSG00000253137.1	0	0	0	0	0	0
ENSG00000248978.2	0	0	0	0	0	0
ENSG00000254212.1	0	0	0	0	0	0
ENSG00000203413.3	0	0	0	0	0	0
ENSG00000253655.2	0	0	0	0	0	0
ENSG00000253283.1	0	1	0	0	2	0
ENSG00000133739.16	1522	1698	1630	1661	1756	2070
ENSG00000260493.1	2	2	2	3	1	0
ENSG00000133740.11	5189	5318	4426	5577	4904	5910
ENSG00000254208.1	5	0	5	5	2	5
ENSG00000176731.12	1772	1724	1311	1745	1440	1841
ENSG00000185015.8	404	493	443	478	571	635
ENSG00000258256.1	1	2	1	2	3	5
ENSG00000257962.1	0	0	0	0	0	0
ENSG00000133742.14	1	1	1	1	3	4
ENSG00000164879.7	64	40	67	60	86	79
ENSG00000253549.6	126	138	117	141	135	138
ENSG00000104267.10	8660	9663	6194	8627	7278	8600
ENSG00000254380.2	0	0	1	0	0	1
ENSG00000253680.1	0	0	1	0	0	0
ENSG00000270971.2	0	0	0	0	0	0
ENSG00000273567.1	0	0	0	0	0	0
ENSG00000293000.1	0	0	0	0	0	0
ENSG00000205176.4	0	0	0	0	0	0
ENSG00000276006.1	0	0	0	0	0	0
ENSG00000275928.2	0	0	0	0	0	0
ENSG00000276540.1	0	0	0	0	0	0
ENSG00000271381.2	0	0	0	0	0	0
ENSG00000276998.1	0	0	0	0	0	0
ENSG00000274343.1	0	0	0	0	0	0
ENSG00000270416.2	0	0	0	0	0	0
ENSG00000277436.1	0	0	0	0	0	0
ENSG00000293002.1	0	0	0	0	0	0
ENSG00000277422.2	0	0	0	0	0	0
ENSG00000253154.4	7	2	4	2	10	6
ENSG00000285768.1	0	0	1	1	0	0
ENSG00000287927.1	1	0	0	1	0	0
ENSG00000147614.4	17	22	17	40	14	26
ENSG00000227753.3	0	0	0	0	0	0
ENSG00000243761.1	1	0	1	0	0	0
ENSG00000147613.8	0	0	0	0	1	0
ENSG00000253675.1	0	0	0	0	0	0
ENSG00000253699.1	0	0	0	0	0	0
ENSG00000164893.9	0	0	0	0	0	0
ENSG00000254231.3	19	17	7	25	15	17
ENSG00000123124.14	3591	4385	3286	4590	4111	4713
ENSG00000176623.12	1946	2205	1867	2267	2149	2681
ENSG00000250569.1	5	3	1	6	5	6
ENSG00000254088.1	0	2	1	2	1	2
ENSG00000085719.13	10951	12024	9958	13088	11560	13397
ENSG00000170289.13	4	6	3	2	2	3
ENSG00000253292.1	0	0	0	0	0	0
ENSG00000205333.5	0	0	0	0	0	0
ENSG00000233915.4	0	0	0	0	0	0
ENSG00000254115.1	0	0	0	0	0	0
ENSG00000253778.1	0	0	0	0	0	0
ENSG00000253568.1	0	0	0	0	0	0
ENSG00000176571.13	2	0	0	0	0	0
ENSG00000253500.6	0	1	0	0	0	0
ENSG00000253401.1	0	0	0	0	0	0
ENSG00000251563.1	0	0	0	0	0	0
ENSG00000254376.2	0	0	0	0	0	0
ENSG00000273978.1	0	0	0	0	0	0
ENSG00000176566.5	0	1	0	1	0	0
ENSG00000253171.1	4	10	2	11	0	3
ENSG00000156103.16	3997	7225	3122	7427	3950	4372
ENSG00000253553.9	50	75	51	86	65	100
ENSG00000251904.1	0	0	0	0	0	0
ENSG00000250962.1	0	0	0	2	0	0
ENSG00000271156.1	2	3	2	4	3	7
ENSG00000286984.1	5	6	5	10	12	11
ENSG00000253621.1	0	0	0	0	0	0
ENSG00000248231.1	1	0	0	0	0	0
ENSG00000251136.11	475	634	443	674	584	577
ENSG00000104312.8	2318	2563	2196	2780	2388	2782
ENSG00000253349.1	0	0	0	0	0	0
ENSG00000275103.1	0	0	0	0	0	0
ENSG00000207359.1	3	2	1	1	1	2
ENSG00000164823.11	1528	1573	1378	1891	1684	1838
ENSG00000104320.15	3742	4545	3647	4963	4313	4996
ENSG00000104325.7	8817	10538	7351	11727	8436	10529
ENSG00000104327.7	3107	5835	2951	7076	3208	3904
ENSG00000254180.2	7	12	12	13	11	12
ENSG00000253394.7	11	18	1	9	6	15
ENSG00000199354.1	0	0	0	0	0	0
ENSG00000253799.1	0	1	0	0	0	0
ENSG00000180694.14	5012	6605	4007	7205	4980	5446
ENSG00000246792.3	26	30	14	32	25	40
ENSG00000254182.1	0	0	0	0	0	0
ENSG00000123119.12	220	498	200	594	228	248
ENSG00000254251.1	0	0	1	0	0	0
ENSG00000289502.1	0	0	0	0	0	0
ENSG00000253250.3	38	17	14	33	27	33
ENSG00000155099.8	562	634	433	673	568	686
ENSG00000253358.1	0	0	0	0	0	0
ENSG00000254219.1	0	0	0	0	0	0
ENSG00000253738.3	1318	1490	1250	1638	1495	1716
ENSG00000155100.11	1243	1333	1107	1493	1421	1595
ENSG00000214954.9	46	45	34	45	37	43
ENSG00000253525.1	0	0	0	3	1	1
ENSG00000266194.1	0	0	0	0	0	0
ENSG00000147606.9	16	36	7	27	17	26
ENSG00000253901.1	1	1	3	2	0	0
ENSG00000200151.1	0	0	0	0	0	0
ENSG00000271202.1	1	0	0	0	0	0
ENSG00000229182.3	0	0	0	0	0	0
ENSG00000079102.18	245	225	243	210	356	384
ENSG00000253576.1	0	0	0	0	0	0
ENSG00000233778.3	10	4	4	3	2	4
ENSG00000253118.1	0	0	0	0	0	0
ENSG00000253682.2	0	0	0	0	0	0
ENSG00000253749.1	0	0	0	0	0	0
ENSG00000253634.3	0	1	0	1	0	3
ENSG00000253177.2	0	0	0	1	0	0
ENSG00000288005.1	0	0	1	0	0	0
ENSG00000248858.7	0	5	4	12	4	5
ENSG00000254020.1	0	0	0	0	0	0
ENSG00000253577.2	0	0	0	0	0	0
ENSG00000253197.5	0	0	0	0	0	1
ENSG00000205133.12	1786	2130	1713	2571	2188	2365
ENSG00000251347.2	0	0	0	0	0	0
ENSG00000277063.1	0	0	0	0	0	0
ENSG00000279847.3	0	0	2	1	0	1
ENSG00000246662.6	23	21	35	21	26	32
ENSG00000253960.1	0	0	0	0	0	0
ENSG00000268080.2	0	0	1	0	0	0
ENSG00000254089.2	0	0	0	1	0	0
ENSG00000222416.1	0	0	0	0	0	0
ENSG00000253781.1	0	0	1	0	0	0
ENSG00000188343.14	2837	2691	2271	2861	2620	3187
ENSG00000271971.1	34	36	22	41	33	36
ENSG00000253854.1	44	68	52	73	43	74
ENSG00000183808.12	1908	2507	1993	2785	2309	2820
ENSG00000253722.1	0	0	0	0	0	0
ENSG00000279331.1	21	35	24	43	44	43
ENSG00000253848.1	1	2	6	2	2	3
ENSG00000164953.17	1131	1295	1076	1295	1219	1324
ENSG00000254057.1	0	1	0	0	0	0
ENSG00000254387.1	0	2	1	5	3	4
ENSG00000164951.16	1644	2443	1638	2609	2008	2245
ENSG00000264448.5	4	2	2	0	0	2
ENSG00000284288.1	0	0	0	0	0	0
ENSG00000251234.1	0	0	0	0	0	0
ENSG00000240509.1	47	41	37	32	33	36
ENSG00000275386.1	0	0	0	0	0	0
ENSG00000253585.1	0	4	0	1	2	1
ENSG00000079112.10	9154	16469	7492	16704	8459	10035
ENSG00000249510.1	2	5	1	2	3	4
ENSG00000164949.8	461	691	309	638	396	503
ENSG00000244217.1	1	0	0	2	2	6
ENSG00000197275.14	447	611	458	558	537	642
ENSG00000265817.4	613	770	524	798	882	866
